Name 	 Score 	 Formula 	 Identifier 
frequency 	 0 	 \displaystyle A_{T_{p}}=\{a\in A\;|\;\exists n\in \mathbb {N} \;,p^{n}a=0\}.\;	torsion subgroup 
frequency 	 0 	 \displaystyle A=A^{T}	symmetric matrix 
frequency 	 0 	 \displaystyle t={\frac {T_{1}}{2\pi }}(E-e_{1}\sin E)	Orbit phasing 
frequency 	 0 	 \displaystyle IG(T,a)=H(T)-\sum _{v\in vals(a)}{\frac {|\{{\textbf {x}}\in T|x_{a}=v\}|}{|T|}}\cdot H(\{{\textbf {x}}\in T|x_{a}=v\})	Information gain in decision trees 
frequency 	 0 	 \displaystyle {\frac {PV}{T}}=k	Combined gas law 
frequency 	 0 	 \displaystyle \mathbb {P} \left\{\sup _{t\in T}f(t)\geq u\right\}	Excursion probability 
frequency 	 0 	 \displaystyle H={\frac {\rho _{T}}{\rho _{B}}}	Hausner ratio 
frequency 	 0 	 \displaystyle zcr={\frac {1}{T-1}}\sum _{t=1}^{T-1}\mathbb {1} _{\mathbb {R} _{&lt;0}}(s_{t}s_{t-1})	Zero-crossing rate 
frequency 	 0 	 \displaystyle P={\frac {1}{T}}\int _{0}^{T}i(t)\cdot e(t)dt\,\!	Output power of an analog TV transmitter 
frequency 	 0 	 \displaystyle {\mathit {Br}}={\frac {\eta v^{2}}{\lambda \Delta T}}	Brinkman number 
frequency 	 0 	 \displaystyle {\mathit {Mg}}={\frac {l\Delta T}{\eta a}}{\frac {\mathrm {d} \gamma }{\mathrm {d} T}}	Marangoni number 
frequency 	 0 	 \displaystyle WCI=(10{\sqrt {v}}-v+10.5)\cdot (33-T_{\mathrm {a} })	wind chill 
frequency 	 0 	 \displaystyle T_{b}={\frac {a}{Rb}}	Boyle temperature 
frequency 	 0 	 \displaystyle {\displaystyle MTTF={\frac {A}{j^{n}}}e^{\left({\frac {Q}{kT}}\right)}}	Black's equation 
frequency 	 0 	 \displaystyle A=\{-V_{T}(V_{t})_{t=0}^{T}{\text{ is the price of a self-financing portfolio at each time}}\}	Acceptance set 
frequency 	 0 	 \displaystyle A=\{-V_{T}(V_{t})_{t=0}^{T}{\text{ is the price of a self-financing portfolio at each time}}\}	Static forces and virtual-particle exchange 
frequency 	 0 	 \displaystyle T(\rho ,\sigma )={\frac {1}{2}}||\rho -\sigma ||_{1}={\frac {1}{2}}\mathrm {Tr} \left[{\sqrt {(\rho -\sigma )^{\dagger }(\rho -\sigma )}}\right]	Trace distance 
frequency 	 0 	 \displaystyle {\frac {L_{vap}}{T_{boiling}}}\approx 87-88{\frac {J}{Kmol}}	Trouton's ratio 
frequency 	 0 	 \displaystyle T_{ijk\dots }=-T_{jik\dots }=T_{jki\dots }=-T_{kji\dots }=T_{kij\dots }=-T_{ikj\dots }	antisymmetric tensor 
frequency 	 0 	 \displaystyle IG(T,a)=H(T)-H(T|a)	Information gain in decision trees 
frequency 	 0 	 \displaystyle f(v)={\sqrt {\left({\frac {m}{2\pi kT}}\right)^{3}}}\,4\pi e^{-{\frac {mv^{2}}{2kT}}}	Maxwell–Boltzmann distribution 
frequency 	 0 	 \displaystyle {\mathcal {L}}=T-V	Lagrangian operator 
frequency 	 0 	 \displaystyle YouTube.com/llstylish	Geometric dimensioning and tolerancing 
frequency 	 0 	 \displaystyle {\frac {\partial {\vec {v}}}{\partial t}}+({\vec {v}}\cdot \nabla ){\vec {v}}=-{\frac {1}{\rho _{0}}}\nabla p+\nu \Delta {\vec {v}}-\beta T{\vec {g}},{\frac {\partial T}{\partial t}}+{\vec {v}}\cdot \nabla T=\chi \Delta T,\operatorname {div} {\vec {v}}=0.	Rayleigh–Bénard convection 
frequency 	 0 	 \displaystyle x(N)={1 \over N+1}\sum _{n=0}^{N}T^{n}(x)	Fischer group Fi24 
frequency 	 0 	 \displaystyle \sigma _{ab}=|T_{ab}|^{2}{\frac {p_{b}^{2}}{v_{a}v_{b}}}(2j_{b}+1)(2j_{B}+1)	nuclear cross section 
frequency 	 0 	 \displaystyle \|T\|_{p}={\bigg (}\sum _{n\geq 1}s_{n}^{p}(T){\bigg )}^{1/p}	Schatten norm 
frequency 	 0 	 \displaystyle T_{\text{wbgt}}=0.7T_{\text{wet-bulb}}+0.2T_{\text{globe}}+0.1T_{\text{dry-bulb}}	wet-bulb globe temperature 
frequency 	 0 	 \displaystyle T_{0}=\left\{f(x_{1},\dots ,x_{n})|f(0,\dots ,0)=0\right\}	zero-preserving boolean fuction 
frequency 	 0 	 \displaystyle PV=nRT=mR_{\rm {specific}}T\,\!	molar gas constant 
frequency 	 0 	 \displaystyle k(T)=Z\rho \exp \left({\frac {-E_{a}}{RT}}\right)	Collision theory 
frequency 	 0 	 \displaystyle {\hat {\theta }}=T({\hat {F}}_{n})	Fisher consistency 
frequency 	 0 	 \displaystyle \Delta f_{\text{FWHM}}={\sqrt {\frac {8kT\ln 2}{mc^{2}}}}f_{0}	Doppler broadening 
frequency 	 0 	 \displaystyle T=n_{\mathrm {t} }-n_{\bar {\mathrm {t} }}	topness 
frequency 	 0 	 \displaystyle H_{0}=P(0,T)\operatorname {E} _{Q}(H_{T})	Risk-neutral measure 
frequency 	 0 	 \displaystyle {\frac {dM_{x}(t)}{dt}}=\gamma ({\mathbf {M}}(t)\times {\mathbf {B}}(t))_{x}-{\frac {M_{x}(t)}{T_{2}}}	Bloch equations 
frequency 	 0 	 \displaystyle f_{T}=S_{0}-S_{T}+\left(S_{T}-K\right)^{+}-D=S_{0}-K+\left(K-S_{T}\right)^{+}-D	payoff at maturity of protective call 
frequency 	 0 	 \displaystyle \ln {\frac {p}{p_{\mathrm {sat} }}}={\frac {2\gamma V_{\mathrm {m} }}{rRT}}	Kelvin equation 
frequency 	 0 	 \displaystyle A^{T}A=I\lor AA^{T}=I	semi-orthogonal matrix 
frequency 	 0 	 \displaystyle {\frac {d\epsilon }{dt}}={\frac {\sigma }{d^{3}}}D_{gb}e^{-Q_{Coble}/RT}	Coble creep 
frequency 	 0 	 \displaystyle \mu _{\mathrm {JT} }=\left({\frac {\partial T}{\partial p}}\right)_{H}	Joule-Thomson coefficient 
frequency 	 0 	 \displaystyle T(p)=\Box pforany[[propositionalvariable]]p	Modal companion 
frequency 	 0 	 \displaystyle \oint {\frac {\delta Q}{T}}\leq 0	Clausius theorem 
frequency 	 0 	 \displaystyle \mathbb {I} _{S}(T)=\{s\in S\mid sT\subseteq T{\text{ and }}Ts\subseteq T\}	Detective quantum efficiency 
frequency 	 0 	 \displaystyle \mathbb {I} _{S}(T)=\{s\in S\mid sT\subseteq T{\text{ and }}Ts\subseteq T\}	Idealizer 
frequency 	 0 	 \displaystyle \alpha _{V}={\frac {1}{V}}{\frac {\mathrm {d} V}{\mathrm {d} T}}	cubic expansion coefficient 
frequency 	 0 	 \displaystyle \,Z=v^{T}=(1+i)^{-T}=e^{-\delta T}	Actuarial present value 
frequency 	 0 	 \displaystyle {\frac {n_{i+1}n_{e}}{n_{i}}}={\frac {2}{\Lambda ^{3}}}{\frac {g_{i+1}}{g_{i}}}\exp \left[-{\frac {(\epsilon _{i+1}-\epsilon _{i})}{k_{B}T}}\right]	Saha ionization equation 
frequency 	 0 	 \displaystyle \mathbf {grad} \,x_{\mathrm {B} }=-{\frac {k_{T}}{T}}\mathbf {grad} \,T	thermal diffusion ratio 
frequency 	 0 	 \displaystyle f(x_{k}+s_{k})=f(x_{k})+\nabla f(x_{k})^{T}s_{k}+{\frac {1}{2}}s_{k}^{T}{B}s_{k}	Low-energy electron microscopy 
frequency 	 0 	 \displaystyle U=\sum _{i=1}^{n}{\frac {C_{i}}{T_{i}}}\leq n({2}^{1/n}-1)	Rate-monotonic scheduling 
frequency 	 0 	 \displaystyle {P_{1}}{T_{2}}={P_{2}}{T_{1}}	Gay-Lussac's law 
frequency 	 0 	 \displaystyle {\text{E}}_{1}\sum _{t=1}^{S}[y_{t}^{T}Qy_{t}+u_{t}^{T}Ru_{t}]	stochastic control 
frequency 	 0 	 \displaystyle R_{T}=R{\sqrt {\sin ^{2}\alpha \sin ^{2}\beta \sin ^{2}\gamma +\cos ^{2}\alpha \cos ^{2}\beta \cos ^{2}\gamma }}	Taylor circle 
frequency 	 0 	 \displaystyle {\hat {T}}(\mathbf {x} )|\mathbf {r} \rangle =|\mathbf {r} +\mathbf {x} \rangle 	Translation operator 
frequency 	 0 	 \displaystyle T_{J}=T_{a}+P_{D}\times R_{ja}	operating temperature 
frequency 	 0 	 \displaystyle T=2\pi {\sqrt {LC}}	Q4491930 
frequency 	 0 	 \displaystyle X(T)=X_{0}\,\exp({\frac {A}{T-T_{f}}})	Q2503407 
frequency 	 0 	 \displaystyle x^{T}Ax&gt;0	positive-definite matrix 
frequency 	 0 	 \displaystyle J(F,T,W)=A_{\mathrm {G} }T^{2}e^{-(W-\Delta W) \over kT}	Schottky effect 
frequency 	 0 	 \displaystyle {\mathit {La}}={\frac {v}{\sqrt {\frac {R_{\mathrm {s} }T2\gamma }{\gamma +1}}}}	Laval number 
frequency 	 0 	 \displaystyle Z={\frac {p}{\rho R_{\mathrm {s} }T}}	compressibility factor 
frequency 	 0 	 \displaystyle \mathrm {D} ={\frac {PW}{T}}	duty cycle 
frequency 	 0 	 \displaystyle {\mathit {Ra}}={\frac {l^{3}g\alpha _{V}\Delta T}{\nu \alpha }}	Rayleigh number 
frequency 	 0 	 \displaystyle f={\frac {1}{T}}	frequency 
frequency 	 0 	 \displaystyle Q=-k{\frac {dT}{dz}}	Thermal history modelling 
frequency 	 0 	 \displaystyle \rho _{0}\left({\frac {\partial {\vec {v}}}{\partial t}}+({\vec {v}}\cdot \nabla ){\vec {v}}\right)=-\nabla p+\eta \Delta {\vec {v}}+\rho (T){\vec {g}},	Boussinesq approximation 
frequency 	 0 	 \displaystyle \Delta G=\Delta H-T\Delta S	Chemisorption 
frequency 	 0 	 \displaystyle \Delta G=\Delta H-T\Delta S	spontaneous process 
frequency 	 0 	 \displaystyle \Delta G=\Delta H-T\Delta S	protein precipitation 
frequency 	 0 	 \displaystyle {\frac {P_{1}}{T_{1}}}={\frac {P_{2}}{T_{2}}}	Gay-Lussac's law 
frequency 	 0 	 \displaystyle R={\frac {\Delta T}{\dot {Q}}}	thermal resistance 
frequency 	 0 	 \displaystyle \min c^{T}x{\text{ subject to }}x\in P	fundamental theorem of linear programming 
frequency 	 0 	 \displaystyle \alpha TM\rightarrow {\mathbb {R} },\quad \alpha _{x}=\alpha |_{T_{x}M}T_{x}M\rightarrow {\mathbb {R} }	one-form 
frequency 	 0 	 \displaystyle \operatorname {RMSD} ={\sqrt {\frac {\sum _{t=1}^{T}({\hat {y}}_{t}-y_{t})^{2}}{T}}}	root-mean-square deviation 
frequency 	 0 	 \displaystyle Y=C+I+G=C+S+T	savings identity 
frequency 	 0 	 \displaystyle \mathbf {\psi } _{STO-3G}(s)=c_{1}\phi _{1}+c_{2}\phi _{2}+c_{3}\phi _{3}	STO-nG basis sets 
frequency 	 0 	 \displaystyle {\begin{array}{rl}A1&amp;(P(p)\land \Box \forall x(p(x)\to q(x)))\to P(q)\\A2&amp;P(\neg p)\iff \neg P(p)\\T1&amp;P(p)\to \Diamond \exists xp(x)\\D1&amp;G(x)\iff \forall p(P(p)\to p(x))\\A3&amp;P(G)\\T2&amp;\Diamond \exists xG(x)\\D2&amp;S(p,x)\iff p(x)\land \forall q(q(x)\to \Box \forall y(p(y)\to q(y)))\\A4&amp;P(p)\to \Box P(p)\\T3&amp;G(x)\to S(G,x)\\D3&amp;E(x)\iff \forall p(S(p,x)\to \Box \exists yp(y))\\A5&amp;P(E)\\T4&amp;\Box \exists xG(x)\end{array}}	Gödel's ontological proof 
frequency 	 0 	 \displaystyle A_{o}={\frac {T_{m}}{T_{m}+T_{d}}}	availability 
frequency 	 0 	 \displaystyle {\mathit {Be}}_{S}={\frac {S(\Delta T)}{S(\Delta T)+S(\Delta p)}}	Bejan number 
frequency 	 0 	 \displaystyle TREE(3)\approx \{3,6,3[1[1\neg 1,2]2]2\}	TREE(3) 
frequency 	 0 	 \displaystyle T=2\pi {\sqrt {I/\kappa }}	balance spring 
frequency 	 0 	 \displaystyle {\mathcal {P}}(S)=\{T\mid T\subseteq S\}	power set 
frequency 	 0 	 \displaystyle \varkappa _{T}=-{\frac {1}{V}}\left({\frac {\partial V}{\partial p}}\right)_{T}	isothermal compressibility 
frequency 	 0 	 \displaystyle SBSI={\frac {(H^{\frac {7}{4}}).(WC^{\frac {5}{6}})}{BSA.VTC}}	Surface based body shape index 
frequency 	 0 	 \displaystyle T_{\mathrm {sol-air} }=T_{o}+{\frac {(a\cdot I-\Delta Q_{ir})}{h_{o}}}	Sol-air temperature 
frequency 	 0 	 \displaystyle TRevPAR=TotalRevenue/RoomsAvailable	TRevPAR 
frequency 	 0 	 \displaystyle \mathbb {E} \left[\left(\int _{0}^{T}X_{t}\,\mathrm {d} W_{t}\right)^{2}\right]=\mathbb {E} \left[\int _{0}^{T}X_{t}^{2}\,\mathrm {d} t\right]	Itō isometry 
frequency 	 0 	 \displaystyle R_{n}(x)\ {\stackrel {\mathrm {def} }{=}}\ T_{n}\left({\frac {x-1}{x+1}}\right)	Chebyshev rational functions 
frequency 	 0 	 \displaystyle T:\mathbf {v} \mapsto \lambda \mathbf {v} 	eigenvectors and eigenvalues 
frequency 	 0 	 \displaystyle T=KP_{pre}d	bolted joint 
frequency 	 0 	 \displaystyle Z=\sum _{r}{\exp {\frac {-E_{r}}{kT}}}	canonical partition function 
frequency 	 0 	 \displaystyle T_{p}={\frac {b\ \gamma (T,RH)}{a-\gamma (T,RH)}}	dew point 
gravitational acceleration 	 0 	 \displaystyle r_{\text{isco}}={\frac {6GM}{c^{2}}}=3R_{\text{Schwarzschild}}	innermost stable circular orbit 
gravitational acceleration 	 0 	 \displaystyle {\vec {g}}=-{\frac {GM}{{R}^{2}}}{\vec {r}}	gravitational acceleration 
gravitational acceleration 	 0 	 \displaystyle {\begin{aligned}R^{-1}&amp;={\frac {1}{M^{2}}}\sum _{i\neq j}{\frac {m_{i}m_{j}}{\|{\vec {r}}_{i}-{\vec {r}}_{j}\|}}\\M&amp;=\sum _{i}m_{i}\\G\end{aligned}}	N-body units 
gravitational force 	 0 	 \displaystyle U=-{\frac {GMm}{r}}	gravitational potential 
gravitational force 	 0 	 \displaystyle {\vec {F}}_{g}=-{\frac {Gm_{1}m_{2}}{r^{2}}}{\hat {r}}	gravity 
gravitational force 	 0 	 \displaystyle {\vec {g}}=-{\frac {Gm_{\oplus }}{{R_{\oplus }}^{2}}}{\vec {r}}	gravity of Earth 
gravitational force 	 0 	 \displaystyle -{\frac {Gm_{1}m_{2}}{r^{2}}}=m_{2}A_{2}	orbit 
gravitational force 	 0 	 \displaystyle F=G{\frac {m_{1}m_{2}}{r^{2}}}	gravitational constant 
gravitational force 	 0 	 \displaystyle {\begin{aligned}R^{-1}&amp;={\frac {1}{M^{2}}}\sum _{i\neq j}{\frac {m_{i}m_{j}}{\|{\vec {r}}_{i}-{\vec {r}}_{j}\|}}\\M&amp;=\sum _{i}m_{i}\\G\end{aligned}}	N-body units 
gravitational potential 	 0 	 \displaystyle U=-{\frac {GMm}{r}}	gravitational potential 
gravitational potential 	 0 	 \displaystyle {\begin{aligned}R^{-1}&amp;={\frac {1}{M^{2}}}\sum _{i\neq j}{\frac {m_{i}m_{j}}{\|{\vec {r}}_{i}-{\vec {r}}_{j}\|}}\\M&amp;=\sum _{i}m_{i}\\G\end{aligned}}	N-body units 
hamiltonian operator 	 0 	 \displaystyle \epsilon H=p(t)(q(t+\epsilon )-q(t))-\epsilon L	path integral formulation 
hamiltonian operator 	 0 	 \displaystyle Sp_{2}(\mathbb {F} _{q})=\left\{g\in GL_{2n}(\mathbb {F} _{q})\mid ^{t}gJg=J\right\}	representation of a Lie group 
hamilton-jacobi equation 	 0 	 \displaystyle {\frac {\partial S}{\partial t}}=-H	Hamilton–Jacobi equation 
hamilton-jacobi equation 	 0 	 \displaystyle ABSI={WC \over {BMI^{2 \over 3}\times Height^{1 \over 2}}}	Body Shape Index 
hooke's law 	 0 	 \displaystyle f_{X}(x;n)={\frac {1}{2(n-1)!}}\sum _{k=0}^{n}(-1)^{k}{n \choose k}(x-k)^{n-1}\operatorname {sgn}(x-k)	Irwin–Hall distribution 
hooke's law 	 0 	 \displaystyle H^{k}(X;R)\times H^{\ell }(X;R)\to H^{k+\ell }(X;R)	cohomology ring 
hooke's law 	 0 	 \displaystyle X_{k}=\sum _{n=0}^{N-1}x_{n}e^{-{\frac {2\pi i}{N}}nk}	Cooley–Tukey FFT algorithm 
hooke's law 	 0 	 \displaystyle X_{k+1}=g\cdot X_{k}~~{\bmod {~}}~n	Lehmer random number generator 
hooke's law 	 0 	 \displaystyle M{\ddot {X}}=-\nabla U(X)-\gamma {\dot {X}}+{\sqrt {2\gamma k_{B}T}}R(t)\,	Langevin dynamics 
hooke's law 	 0 	 \displaystyle \left({\frac {\sum _{k=1}^{n}X_{k}}{n}}\right)_{n\in \mathbb {N} }	Cramér's theorem 
hooke's law 	 0 	 \displaystyle f_{k}=P[X_{i}=hk]	Panjer recursion 
hooke's law 	 0 	 \displaystyle f_{X}(x;n)={\frac {n}{2(n-1)!}}\sum _{k=0}^{n}(-1)^{k}{n \choose k}(nx-k)^{n-1}\operatorname {sgn}(nx-k)	Bates distribution 
hooke's law 	 0 	 \displaystyle 2^{k}{|X| \choose k}	Bondy's theorem 
hooke's law 	 0 	 \displaystyle k\cdot (X\cdot v)=(\operatorname {Ad} (k)X)\cdot (k\cdot v)	Soliton distribution 
hooke's law 	 0 	 \displaystyle X(t)=((k+\cos(t))\cos(t),(j+\cos(t))\sin(t),\sin(t))	Space cardioid 
hooke's law 	 0 	 \displaystyle F=kX	Hooke's law 
hooke's law 	 0 	 \displaystyle X_{i}=(X_{i-a}+X_{i-b}+...+X_{i-k})\mod (2^{m})	Lagged Fibonacci generator 
hooke's law 	 0 	 \displaystyle X_{t}^{\tau _{k}}=X_{\min\{t,\tau _{k}\}}	local martingale 
hooke's law 	 0 	 \displaystyle p_{X}(k)=e^{-\lambda }{\frac {\lambda ^{k}}{k!}}	Poisson distribution 
hooke's law 	 0 	 \displaystyle X_{\mu }^{k}(\sigma ,\theta )=x_{\mu }^{k}+O(\sigma ,\theta )	Supermembranes 
hooke's law 	 0 	 \displaystyle \pi _{s}^{p}(X)=\varinjlim _{k}{[\Sigma ^{k}X,S^{p+k}]}	Cohomotopy group 
hooke's law 	 0 	 \displaystyle G=\left\vert 1-\sum _{k=2}^{n}(X_{k}-X_{k-1})(Y_{k}+Y_{k-1})\right\vert 	Gini coefficient 
hooke's law 	 0 	 \displaystyle \mathrm {Res} _{L/k}X(S)=X(S\times _{k}L)	Weil restriction 
hooke's law 	 0 	 \displaystyle \operatorname {E} [X]=x_{1}p_{1}+x_{2}p_{2}+\cdots +x_{k}p_{k}\;	expected value 
hooke's law 	 0 	 \displaystyle X_{k}=\sum _{i=1}^{S}g_{k}^{i}\cdot M_{i}	Linear network coding 
hooke's law 	 0 	 \displaystyle \operatorname {Griff} ^{k}(X)=Z^{k}(X)_{\mathrm {hom} }/Z^{k}(X)_{\mathrm {alg} }	Griffiths group 
hooke's law 	 0 	 \displaystyle X_{t}=\sum _{k=1}^{\infty }Z_{k}e_{k}(t)	Karhunen–Loève theorem 
hooke's law 	 0 	 \displaystyle \Pr(X=k)=(1-p)^{k-1}	geometric distribution 
hooke's law 	 0 	 \displaystyle Z={\sqrt {\sum _{i=1}^{k}\left({\frac {X_{i}}{\sigma _{i}}}\right)^{2}}}	88 Aquarii 
hooke's law 	 0 	 \displaystyle X_{2k}^{2}\sim -2\sum _{i=1}^{k}\ln(p_{i})	Fisher's method 
hooke's law 	 0 	 \displaystyle |X_{k}-X_{k-1}|&lt;c_{k},	Azuma's inequality 
hooke's law 	 0 	 \displaystyle p=\sum _{k}p_{k}X^{k},\quad p_{k}\in \mathbb {F} 	Laurent polynomial 
kinetic energy 	 0 	 \displaystyle \Delta v\ =V_{e}\ln {\frac {m_{0}}{m_{1}}}	nuclear thermal rocket 
kinetic energy 	 0 	 \displaystyle {\frac {\lambda }{1+\lambda }}\nabla \cdot (\mathbf {\Sigma } _{i}\nabla v)=\chi (C_{m}{\frac {\partial v}{\partial t}}+I_{\text{ion}})	Monodomain model 
kinetic energy 	 0 	 \displaystyle \lambda ={\frac {h}{p}}={\frac {h}{mv}}	Wavelength of an electron 
kinetic energy 	 0 	 \displaystyle e_{v}=m_{v}g_{v}r\ln \left({S \over r}\right)	Peek's law 
kinetic energy 	 0 	 \displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})	Time of flight detector 
kinetic energy 	 0 	 \displaystyle \theta =\pi -2b\int _{r_{\mathrm {min} }}^{\infty }{\frac {dr}{r^{2}{\sqrt {1-(b/r)^{2}-2U/mv_{\infty }^{2}}}}}	Impact parameter 
kinetic energy 	 0 	 \displaystyle v_{\mathrm {rms} }={\sqrt {{3RT} \over {M_{m}}}}	Root-mean-square speed 
kinetic energy 	 0 	 \displaystyle {\frac {1}{2}}mv^{2}=eV_{ion}	Critical ionization velocity 
kinetic energy 	 0 	 \displaystyle {\vec {F}}=-{\frac {mv^{2}{\hat {r}}}{r}}	centripetal force 
kinetic energy 	 0 	 \displaystyle N_{mg}=B{\sqrt {\frac {l\sigma }{\eta v}}}	magnetic number 
kinetic energy 	 0 	 \displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}	money multiplier 
kinetic energy 	 0 	 \displaystyle v=m/V	mass concentration of water vapour 
kinetic energy 	 0 	 \displaystyle \Delta v=v_{\text{e}}\ln {\frac {m_{0}}{m_{f}}}	Tsiolkovsky rocket equation 
kinetic energy 	 0 	 \displaystyle \sum _{i}m_{i}v_{i}^{2}	vis viva 
kinetic energy 	 0 	 \displaystyle E_{D}={\frac {1}{4\pi \epsilon _{0}^{2}}}{\frac {ne^{3}\ln \Lambda }{m_{e}v_{Te}^{2}}}	Dreicer field 
kinetic energy 	 0 	 \displaystyle {\frac {1}{v\left[\left({p_{0}}/{p}\right)-1\right]}}={\frac {c-1}{v_{\mathrm {m} }c}}\left({\frac {p}{p_{0}}}\right)+{\frac {1}{v_{m}c}},\qquad (1)	BET theory 
kinetic energy 	 0 	 \displaystyle \int _{Y}^{*}H_{m-n}(A\cap f^{-1}(y))\,dH_{n}(y)\leq {\frac {v_{m-n}v_{n}}{v_{m}}}({\text{Lip }}f)^{n}H_{m}(A)	Eilenberg's inequality 
kinetic energy 	 0 	 \displaystyle PI={\frac {v_{systole}-v_{diastole}}{v_{mean}}}	blood flow 
kinetic energy 	 0 	 \displaystyle m={\frac {m_{0}}{\sqrt {1-(v/c)^{2}}}}	mass in special relativity 
kinetic energy 	 0 	 \displaystyle TRevPAR=TotalRevenue/RoomsAvailable	TRevPAR 
kinetic energy 	 0 	 \displaystyle SR={\frac {CompoundROR}{ABS(Avg.AnnualDD-10\%)}}	Sterling ratio 
kinetic energy 	 0 	 \displaystyle B_{m}=\sum _{k=0}^{m}\sum _{v=0}^{k}(-)^{v}{\binom {k}{v}}{\frac {v^{m}}{k+1}}	Bernoulli number 
kinetic energy 	 0 	 \displaystyle \Delta p=p_{i,x}-p_{f,x}=p_{i,x}-(-p_{i,x})=2p_{i,x}=2mv_{x}	kinetic theory 
kinetic energy 	 0 	 \displaystyle {\bar {d}}=k{D_{v}\cdot R\cdot \nu _{m}\cdot \epsilon  \over D_{s}\cdot N\cdot \nu _{l}\cdot C_{s}}	Suspension polymerization 
kinetic energy 	 0 	 \displaystyle T={\frac {1}{2}}mv^{2}	kinetic energy 
kinetic energy 	 0 	 \displaystyle {\frac {L_{vap}}{T_{boiling}}}\approx 87-88{\frac {J}{Kmol}}	Trouton's ratio 
kinetic energy 	 0 	 \displaystyle f(v)={\sqrt {\left({\frac {m}{2\pi kT}}\right)^{3}}}\,4\pi e^{-{\frac {mv^{2}}{2kT}}}	Maxwell–Boltzmann distribution 
lagrangian operator 	 0 	 \displaystyle FMV\,=\,{VBAB*TAB_{factor}}	Stochastic Eulerian Lagrangian method 
lagrangian operator 	 0 	 \displaystyle W_{\mathrm {SWU} }=P\cdot V\left(x_{p}\right)+T\cdot V(x_{t})-F\cdot V(x_{f})	Separative Work Unit 
lagrangian operator 	 0 	 \displaystyle V_{R}^{\circ }={\frac {j}{m}}F(t_{R}-t_{o}){\frac {T}{273.15}}	Inverse gas chromatography 
lagrangian operator 	 0 	 \displaystyle BRN={\frac {(g/T_{v})\Delta \theta _{v}\Delta z}{(\Delta U)^{2}+(\Delta V)^{2}}}	Bulk Richardson number 
lagrangian operator 	 0 	 \displaystyle dU=T\,dS-P\,dV+\mu \,dM	Onsager reciprocal relations 
lagrangian operator 	 0 	 \displaystyle \gamma V^{2/3}=k(T_{c}-T)	Complete quotient 
lagrangian operator 	 0 	 \displaystyle T=\left({\frac {\partial U}{\partial S}}\right)_{V,N}	thermodynamic temperature 
lagrangian operator 	 0 	 \displaystyle \alpha _{p}={\frac {1}{p}}\left({\frac {\partial p}{\partial T}}\right)_{V}	relative pressure coefficient 
lagrangian operator 	 0 	 \displaystyle RT=\left(P+{\frac {a}{V_{\text{m}}^{2}}}\right)(V_{\text{m}}-b)	real gas 
lagrangian operator 	 0 	 \displaystyle {\dot {V}}=V_{T}\times f	respiratory minute volume 
lagrangian operator 	 0 	 \displaystyle \sum _{i}n_{i}\mathrm {d} \mu _{i}=-S\mathrm {d} T+V\mathrm {d} p	Gibbs–Duhem equation 
lagrangian operator 	 0 	 \displaystyle E=T+V	mechanical energy 
lagrangian operator 	 0 	 \displaystyle p={\frac {RT}{V-b}}\exp \left(-{\frac {a}{RTV}}\right)	Q230907 
lagrangian operator 	 0 	 \displaystyle L(q_{i},{\dot {q}}_{i})=T(q_{i},{\dot {q}}_{i})-V(q_{i})	Lagrange function 
lagrangian operator 	 0 	 \displaystyle k_{t}={\frac {t_{v}}{T_{N}}}={\frac {t_{N}-t_{NV}}{T_{N}}}	Q187089 
lagrangian operator 	 0 	 \displaystyle K_{C}={\frac {VT}{L}}	Keulegan–Carpenter number 
lagrangian operator 	 0 	 \displaystyle {\mathit {Gr}}={\frac {l^{3}g\alpha _{V}\Delta T}{\nu ^{2}}}	Grashof number 
lagrangian operator 	 0 	 \displaystyle {\frac {P_{1}V_{1}}{T_{1}}}={\frac {P_{2}V_{2}}{T_{2}}}	Combined gas law 
lagrangian operator 	 0 	 \displaystyle PV=nRT	gas 
lagrangian operator 	 0 	 \displaystyle PV=nRT	ideal gas 
lagrangian operator 	 0 	 \displaystyle PV=nRT	ideal gas law 
lagrangian operator 	 0 	 \displaystyle RT_{60}={\frac {24\ln 10^{1}}{c_{20}}}{\frac {V}{Sa}}\approx 0.1611\,\mathrm {s} \mathrm {m} ^{-1}{\frac {V}{Sa}}	reverberation 
lagrangian operator 	 0 	 \displaystyle PV=nRT=mR_{\rm {specific}}T\,\!	molar gas constant 
lagrangian operator 	 0 	 \displaystyle \ln {\frac {p}{p_{\mathrm {sat} }}}={\frac {2\gamma V_{\mathrm {m} }}{rRT}}	Kelvin equation 
lagrangian operator 	 0 	 \displaystyle \varkappa _{T}=-{\frac {1}{V}}\left({\frac {\partial V}{\partial p}}\right)_{T}	isothermal compressibility 
lagrangian operator 	 0 	 \displaystyle SBSI={\frac {(H^{\frac {7}{4}}).(WC^{\frac {5}{6}})}{BSA.VTC}}	Surface based body shape index 
lagrangian operator 	 0 	 \displaystyle H=T+V+V_{\text{bias}}	Metadynamics 
